name,latitude,longitude
Saracat,16.63333,120.38333
Sarabay,17.75,121.46667
Sara,11.2579,123.0138
Sara,11.31667,123
Sar,5.86667,121.26667
Saquirgan Creek,13.9029,122.0271
Saquet River,17.63333,120.63333
Sapatan,12.1147,124.6043
Saput,7.98333,124.36667
Sapu Padidu,5.91722,125.26694
Big Sapu River,5.91696,125.27884
Sapulian Creek,7.75,124.9
Sapol,13.365,121.1893
Sapu Grande,5.92,125.27528
Sapu Bay,5.92278,125.26528
Sapiagao,16.5343,120.7049
Sapruti River,14.8,120.76667
Sappinit River,14.91667,120.65
Sappiguit,17.929,120.4489
Sappaac,17.5119,120.6508
Zapote,14.3168,121.0807
Mount Sapocoy,17.3808,121.0075
Sapa,14.32194,120.75389
Sapnit,16.86667,120.75
Sapitang River,17.83333,120.45
Sapit,16.25,120.65
Sapismal,5.45556,125.49139
Sapisap Mountains,17.45483,120.83735
Sapinit River,11.97806,124.82583
Mount Sapinitan,11.87738,121.92561
Sapinitan,9.92111,124.13028
Sapinit,16.1692,120.7789
Sapinit,11.97667,124.8375
Sapinit,8.81667,125.16667
Sapingit,8.01667,124.23333
Sapilang,16.73333,120.38333
Sapilang,16.4758,120.4101
Sapid,17.43903,120.81305
Sapid,16.852,120.7892
Sapiayan,7.45028,124.76167
Sapian River,11.51028,122.57944
Sapian Point,11.53444,122.63556
Sapian Peninsula,11.55,122.65
Sapian Bay,11.53111,122.61722
Sapian,11.4943,122.6027
Sapi-An,11.5,122.6
Sapi,7.5,124.3
Sapgnan,12.75,124.13333
Sapew Point,15.3585,121.3851
Sapenitan Point,14.0723,123.2548
Penitan Bay,14.0531,123.2355
Sapday,17.6735,120.6443
Sapaton,12.60343,120.99711
Sapa Sapa Island,5.0961,120.2626
Sapa Sapa,5.0909,120.2715
Sapa-Sapa,5.0325,120.2253
Sapa-Sapa,5.1463,120.1964
Chapa River,13.8328,121.1578
Sapa River,12.9,124.03333
Sopa River,12.37,124.3385
Sapa River,12.33333,125.28333
Sapa River,11.466,124.48544
Sopao Rocks,17.44402,122.22295
Sapao River,16.90566,121.02184
Sapao,11.05821,125.74274
Sapao,10.808,122.722
Sapan Sarging,15.73333,120.81667
Sapaniton River,11.335,124.8209
Sapang Toro,15.53333,120.81667
Sapang River,15.96667,120.23333
Sapang River,14.81854,120.70066
Sapang Putik,15.03583,120.96385
Sapang Putat,15.78333,120.93333
Sapang Pari,14.9663,120.6629
Sapang Palay,14.827,121.0451
Sapang Palay,14.84751,121.05278
Nubung River,14.9027,120.73609
Sapang Maragul,15.4998,120.5518
Sapang Maisac,15.17866,120.64718
Sapang Labuan River,14.95763,120.64209
Sapang Kawayan,15.6047,121.0511
Sapang Dalaga,8.5399,123.5624
Sapang Dalaga,8.5314,123.5768
Sapang Creek,15.18333,121.46667
Sapang Cawayan Tercero,15.68333,120.93333
Sapang Cawayan Segundo,15.73333,120.95
Sapang Cawayan,15.71051,120.93573
Sapang Cauayan,15.25046,120.55963
Sapang Kawayan,14.80508,120.686
Sopan Carios Creek,15.5983,120.46982
Capotatan,15.31501,121.11294
Sapang Camias,14.6333,121
Sapangbuhay,15.43333,120.93333
Sapang Bical River,15.7782,120.8998
Sapang Biabas,15.20491,120.61499
Sapang Bayan,14.9213,120.77346
Sapang Bayabas,15.7782,120.8997
Sapang Buho,15.59038,121.12454
Sapang Bato,15.1699,120.51041
Sapang Balen,15.24376,120.61175
Sapang Anyatam,15.63333,120.83333
Sapang Alat River,14.76667,121.01667
Sapang,17.14362,120.46594
Sapang,16.13111,120.01874
Sapang,16.04888,120.5046
Sapang,15.99009,120.4059
Sapang,15.83625,120.43862
Sapang,15.8,120.28333
Sapang,15.7032,120.5245
Sapang,15.5323,120.9737
Sapang,15.32774,120.90519
Sapang,14.3392,121.2194
Sabang,10.5045,125.1757
Sapang,10.34,123.9275
Sapang Daku,10.3997,123.6436
Sapa-Miagao,10.65,122.23333
Sampalaum,5.80833,121.13694
Sapali River,6.39171,124.8059
Sapalibutad,15.16667,120.63333
Sapali,6.34934,124.79579
Sapalan,7.07611,124.33139
Sapalan,7.01667,124.36667
Sap-al,17.68333,120.91667
Sapakan,6.90917,124.54528
Sapaka,6.30222,124.6675
Sapa Grande,16.0151,119.8321
Sapadun,7.48333,124.25
Sapad,7.85,123.83333
Sapad,7.51667,124.4
Sapad,7.42667,124.36806
Sapad,7.8353,123.8277
Sapac Slough,12.2,121.1
Sapa Creek,14.2,121.45
Sapa Creek,13.91667,121.3
Sapa Creek,7.75,124.85
Sapac,13.9544,121.2032
Bunuan,5.9695,121.13754
Sapa Bute Bute River,14.7122,121.2355
Sapa Balite River,14.91729,121.05158
Sapaan River,13.97154,121.88661
Sapaan,13.98497,121.88533
Lake Sapa,7.0062,118.4895
Sapa Pequeña,16.0362,119.8315
Sapa,14.41578,120.85385
Sapa,12.18776,121.09661
Sapa,10.6032,124.833
Sapa,9.28935,125.95285
Sapa,8.44353,117.28619
Sapa,5.1544,120.3241
Saotan River,9,125.51667
Saosao,7.5373,125.9741
Saonloc Bay,12.33333,125.3
Saong Bay,7.49806,122.86778
Saong,11.05,124.51667
Sao Creek,17.03333,120.93333
Saoay,16.61667,120.31667
Sao-Atan,17.5738,120.6202
Saoat,15.83333,120.55
Saoangan,16.06667,120.31667
Saoang,18.1,120.51667
Saoang,17.72808,120.42905
Sao,6.21656,124.58352
Sanz Island,8.0684,117.0099
San Vicente,17.92999,121.78056
San Vincente,12.23636,119.87071
San Vincente,10.83134,123.5514
San Vincente,9.98556,125.66972
San Vincente,6.95194,125.06528
San Victor Island,7.6639,126.56028
San Victoray,10.91667,124.93333
San Victor,11.05056,124.97056
San Victor,7.66476,126.55036
San Vicente River,16.25,119.91667
San Vicente River,15.6584,119.9256
San Vicente River,14.61667,120.58333
San Vicente River,13.3832,123.7263
San Vicente River,12.3864,125.0575
San Vicente River,8.45,123.81667
San Vicente Island,18.50806,122.13306
San Vicente Hacienda,10.51667,123.43333
San Vicente Creek,18.18333,121.65
San Vicente Creek,15.83333,120.48333
San Vicente Bay,14.0376,123.3806
Port San Vicente,18.50416,122.14515
San Vicente,20.38045,121.92117
San Vicente,18.19058,121.66325
San Vicente,18.0402,121.7695
San Vincente,17.97199,121.61385
San Vicente,17.59694,120.37361
San Vicente,17.40122,121.78165
San Vicente,17.2707,120.5312
San Vicente,17.2,120.53333
San Vicente,16.58333,120.3
San Vicente Sur,16.3355,120.3646
San Vicente,16.17266,119.90542
San Vicente,16.1411,119.9927
San Vicente,16.0968,119.8493
San Vicente,16.08217,120.43505
San Vicente,16.06508,120.71371
San Vicente Este,16.0292,120.6692
San Vicente,16.03333,120.23333
San Vicente,15.98911,120.70387
San Vicente,15.98656,120.57058
San Vicente,15.8629,120.7727
San Vicente,15.83807,120.67973
San Vicente,15.8399,120.50549
San Vicente,15.77878,120.58975
San Vicente,15.75559,120.44558
San Vicente,15.65,120.76667
San Vicente,15.62442,120.42973
San Vicente,15.5985,120.6817
San Vicente,15.5701,121.2286
San Vicente,15.5024,120.5507
San Vicente,15.31246,120.94912
San Vicente,15.2921,120.65498
San Vicente,15.21324,120.81901
San Vicente,15.2012,120.68229
San Vicente,15.1641,120.7939
San Vincente,15.1411,120.9675
San Vicente,15.08957,120.70114
San Vicente,15.0547,120.6691
San Vicente,15.00808,120.56754
San Vicente,15.0047,120.6539
San Vicente,14.99962,120.6121
San Vicente,14.94594,120.74852
San Vicente,14.94784,120.55855
San Vicente,14.89812,120.72575
San Vicente,14.84173,120.81211
San Vicente,14.82897,120.79658
San Vicente,14.8092,121.0042
San Vicente,14.5246,121.1458
San Vicente,14.36228,121.05331
San Vicente,14.33146,121.08318
San Vicente,14.1061,122.8733
San Vicente,14.09458,121.16953
San Vincente,14.0233,121.3417
San Vicente,14.0048,123.3398
San Vicente,13.8967,122.2047
San Vicente,13.8203,122.222
San Vicente,13.7512,122.1989
San Vicente,13.7,123.2
San Vicente,13.6891,122.1975
San Vicente,13.68333,124.38333
San Vicente,13.6427,123.0862
San Vicente,13.5933,124.2541
San Vicente,13.5925,124.25056
San Vicente Kanluran,13.646,122.252
San Vicente,13.5737,123.0533
San Vicente,13.55,123.26667
San Vicente,13.4527,123.3729
San Vicente,13.4081,123.4188
San Vincente,13.4068,121.175
San Vicente,13.3804,123.5297
San Vicente,13.3666,123.3575
San Vicente,13.3564,123.6994
San Vicente,13.35,123.51667
San Vicente,13.2615,123.4334
San Vicente,13.06667,123.7
San Vicente,13.05,123.68333
San Vicente,13.03333,123.56667
San Vincente Grande,13.031,123.6595
San Vicente,12.9898,124.062
San Vicente,12.97806,123.82222
San Vicente,12.9758,123.6329
Buhang,12.8005,124.1476
San Vicente,12.3517,125.1277
San Vicente,12.27111,124.1
San Vicente,11.89892,124.64979
San Vicente,11.85722,125.46778
San Vicente,11.87417,124.8325
San Vicente,11.3768,122.5108
San Vicente,11.38211,122.09191
San Vicente,11.2496,122.5365
San Vicente,11.21667,124.8
San Vicente,11.20861,124.81
San Vicente,11.1183,124.5657
San Vicente,11.06667,125
San Vicente,11.06667,124.38333
San Vicente,11.02333,124.99528
San Vicente,10.53033,119.25423
San Vicente,10.26667,125.25
San Vicente,10.25,125.2
San Vicente,10.18333,124.98333
San Vicente,10,119
San Vicente,9.92417,118.72806
San Vicente,9.877,124.2597
San Vicente,9.7388,123.85056
San Vicente,8.91139,125.55333
San Vicente,8.53825,126.09283
San Vicente,8.35111,124.98056
San Vicente,7.83333,125.81667
San Vicente,7.65111,125.03444
San Vicente,6.83778,125.23833
San Vicente,6.45375,124.78005
San Vicente,17.61242,120.36721
San Vicente,14.07527,122.86051
San Vicente,12.26667,124.1
San Vicente,10.51667,119.26667
Laak (San Vicente),7.86667,125.83333
San Vicenta,6.49148,124.669
Santuyo,15.38333,121.08333
San Turas River,13.80788,121.29745
Santulan,14.65,120.95
Santulan,13.527,122.543
Santo Torribio,13.9694,121.1572
Santo Toribio,13.91667,121.26667
Santo Tomas River,15.0372,120.073
Santo Tomas River,14.98333,120.16667
Santo Tomas River,13.4889,120.6256
Santo Tomas Reservoir,16.36228,120.55475
Hacienda Santo Tomas,10.54106,123.4542
Santo Tomas Feria,15.5655,120.8346
Santo Tomas Anchorage,16.25,120.38333
Mount Santo Tomas,16.33513,120.56091
Santo Tomas,18.3329,120.6007
Santa Tomas,18.1391,120.6614
Santo Tomas,17.64281,120.451
Santo Tomas,17.44,120.6907
Santo Tomas,17.39972,121.76455
Santo Tomas,17.17668,120.49281
Santo Tomas,16.78962,121.64745
Santo Tomas,16.2798,120.3792
Santo Tomas,16.0826,120.7359
Santo Tomas,16.07459,120.433
Santo Tomas,15.92056,120.68583
San Tomas,15.87861,120.58472
Santo Tomas,15.74977,120.96241
Santo Tomas,15.47604,120.85316
Santo Tomas,15.4257,119.9093
Santo Tomas,15.36225,121.00503
Santo Tomas,15.35,120.98333
Santo Tomas North,15.37078,120.91248
Santo Tomas,15.0333,120.8
Santo Tomas,14.94933,120.59985
Santo Tomas,14.95152,120.62676
Santo Tomas,14.5623,121.0852
Santo Tomas,14.18333,121.5
Santo Tomas,14.1079,121.14136
Santo Tomas,13.65,123.16667
Santo Tomas,13.65297,120.89624
Santo Tomas,11.85,125.41889
Santo Tomas,11.08972,122.92111
Santo Tomas,10.977,122.4604
Santo Tomas,10.71667,122.51667
Santo Tomas,10.6283,122.0731
Santo Tomas,8.18583,125.80389
Santo Tomas,7.53361,125.62333
Santo Tomas,17.36667,121.71667
Santo Tomas,16.28333,120.41667
Santo Tomas,15.88251,120.58241
Santo Tomas,15.00043,120.71507
Santo Tomas,14.07219,121.18742
Santo Tomas,7.51667,125.6
Santos Lopez,10.9075,122.70528
Santos Lopez,10.9,122.68333
Santa Santiago,18.1018,120.6372
Santor-Tungui,16.98333,121.83333
Santo Rosario Segundo,15.03333,120.73333
Santo Rosario River,15.5,119.95
Santo Rosario West,16.3873,120.3392
Santo Rosario Hacienda,10.66667,123.01667
Santo Rosario Hacienda,10.55,121.85
Santo Rosario,10.2672,122.8589
Santo Rosario Creek,15.06667,120.71667
Santo Rosario,17.1,120.56667
Santo Rosario,16.7,120.35
Santo Rosario,16.1355,119.8248
Santo Rosario,15.6447,120.8612
Santo Rosario,15.5623,120.8677
Santo Rosario,15.5308,120.6357
Santo Rosario,15.4928,119.9631
Santo Rosario,15.45,120.78333
Santo Rosario,15.43425,120.88981
Santo Rosario,15.33327,120.58671
Santo Rosario,15.3391,119.9705
Santo Rosario,15.244,120.6362
Santo Rosario,15.12843,120.81552
Santo Rosario,15.11941,120.74074
Santo Rosario,15.07228,120.77915
Santo Rosario,15.06819,120.73335
Santo Rosario,15.02851,120.69795
Santo Rosario,14.9665,120.68663
Santo Rosario,14.91042,120.71082
Santo Rosario,14.83865,120.81059
Santo Rosario,14.85,120.78333
Santo Rosario,14.81388,120.71655
Santo Rosario,14.5791,121.0633
Santo Rosario,11.7476,122.0666
Santo Rosario,11.3442,122.6136
Santo Rosario,11.3722,122.5398
Santo Rosario,11.26652,122.05121
Santo Rosario,11.12306,124.51917
Santo Rosario,10.97,122.69833
Santo Rosario,10.68333,122.61667
Santo Rosario,10.13333,124.78333
Santo Rosario,10.09278,125.025
Santor,17.88859,121.88875
Santor,16.99205,121.74124
Santor,16.99196,121.75821
Santor,15.612,121.1674
Santol,14.83776,120.85258
Santor,14.09549,121.10874
Santo Niño Segundo,15.809,120.9695
Santo Niño,15.7994,120.9744
Santo Niño Sur,10.68333,122.51667
Santo Niño River,15.0675,120.0602
Santo Niño River,14.86103,120.76779
Santo Niño River,8.76667,126.23333
Santo Niño Norte,10.68333,122.51667
Limbangcavayan Island,11.9037,124.4412
Santo Niño Ilaya,13.8107,122.3448
Santo Niño Ibaba,13.8241,122.3398
Santo Niño Harbor,11.93333,124.45
Santo Niño Hacienda,10.68333,123.03333
Santo Niño Anchorage,10.68333,122.95
Santo Niño,17.9585,120.7145
Santo Niño,17.8861,121.5691
Santo Niño,16.4702,121.7847
Santo Niño,16.313,121.6807
Santo Niño,16.05778,120.59128
Santo Niño,15.88251,120.58241
Santo Nino,15.625,119.9583
Santo Niño,15.55,120.81667
Santo Niño,15.53939,120.57491
Santo Niño,15.4434,119.9283
Santo Niño,15.33433,120.62619
Santo Niño,15.28972,120.03222
Santo Niño,15.1524,120.0521
Santo Niño,15.06667,120.6
Santo Niño,15.0616,120.0634
Santo Niño,15.03017,120.67634
Santo Niño,14.90762,120.68704
Santo Niño,14.84054,120.80869
Santo Niño,14.84264,120.79318
Santo Niño,14.8383,120.74216
Santo Niño,14.87105,120.93946
Santo Niño,14.6402,121.1007
Santo Niño,14.5812,121.1215
Santo Niño,14.36775,121.05951
Santo Niño,14.2,121.73333
Santo Niño,14.13333,122.91667
Santo Nino,14.0431,121.3532
Santo Niño,13.9606,121.2126
Santo Niño,13.8553,121.2255
Santo Niño,13.8489,121.1328
Santo Niño,13.7585,121.2105
Santo Niño,13.71667,123.23333
Santo Niño,13.7018,121.0949
Santo Niño,13.5965,124.231
Santo Niño,13.4662,123.2424
Santo Niño,13.3839,123.4518
Santo Niño,13.35,123.35
Santo Niño,13.23333,123.76667
Santo Niño,13.1043,123.9682
Santo Niño,12.0415,124.8131
Santo Niño,11.9263,124.4492
Santo Niño,11.83694,125.43639
Santo Nino,11.5814,124.9622
Santo Niño,11.4206,124.4791
Santo Niño,11.4225,122.97861
Santa Niño,11.3192,122.6548
Santo Niño,11.2,124.75
Santo Niño,11.12833,125.51694
Santo Niño,11.0638,122.5766
Santo Niño,11.06306,124.56167
Santo Niño,10.92861,124.95944
Santo Niño,10.78333,122.48333
Santa Nino,10.689,123.7884
Santo Niño,10.68333,122.95639
Santo Niño,10.45,123.36667
Santo Niño,10.3483,124.969
Santo Niño,8.76423,126.23642
Santo Niño,7.62361,125.62528
Santo Niño,7.32778,125.70528
Santo Nino,6.9278,125.7763
Santo Niño,6.49663,124.88625
Santo Niño,6.435,124.6975
Santo Niño (Faire),17.95,121.51667
Santo Niño,11.9,124.43333
Santo Niño,6.45733,124.66819
Santo Mingo,7.77949,125.38955
Santol River,14.43333,120.48333
Santol River,14.20923,122.38202
Santolon,16.1,120.05
Santol Bay,14.22141,122.36797
Santolan,14.6158,121.0882
Santor,17.48465,121.62376
Santol,16.772,120.4604
Santol,15.1966,120.7991
Santol,15.16222,120.5675
Santol,14.9922,120.5135
Santol,14.9,121.06667
Santol,14.85104,120.91329
Santol,14.65,120.9667
Santol,14.38342,120.87224
Santol,14.19194,122.39694
Santol,14.1851,121.711
Santol,14.15,121.08333
Santol,13.9717,121.1027
Santol,13.9416,120.71315
Santol,13.7988,122.8652
Santol,13.4471,121.8301
Santol,11.2721,123.0684
Santol,11.24806,124.79194
Santol,10.1725,122.9947
Santol,9.9518,122.675
Santol,16.76667,120.48333
Santo Himaya,10.2637,122.9096
Santa Filomina,16.97845,121.98814
Santo Domingo Sur,16.85,120.38333
Santo Domingo River,18.3331,120.5972
Santo Domingo,16.8635,120.3881
Santa Damingo Mount,16.74797,121.12084
Santo Domingo,18.36667,120.6
Santo Domingo,18.34667,120.60694
Santo Domingo,17.63528,120.41083
Santo Domingo,17.15999,121.75183
Santo Domingo,16.7123,121.6974
Santo Domingo,16.4236,121.1073
Santo Domingo,16.0605,120.6405
Santo Domingo,15.96773,120.56723
Santo Domingo,15.87398,120.57369
Santo Domingo,15.8349,120.8854
Santo Domingo,15.5873,120.877
Santo Domingo First,15.34343,120.59643
Santo Domingo,15.12036,120.59635
Santo Domingo,15.07289,120.75703
Santo Domingo,14.9912,120.74341
Santo Domingo,14.98333,120.66667
Santo Domingo,14.96532,120.55672
Santo Domingo,14.63361,120.57333
Santo Domingo,14.6267,121.006
Santo Domingo,14.33821,121.07923
Santo Domingo,14.2289,121.0481
Santo Domingo,14.1985,121.5693
Santo Domingo,14.1338,122.8883
Santo Domingo,14.10676,122.37924
Santo Domingo,13.9825,122.32667
Santo Domingo,13.9815,122.3297
Santo Domingo,13.96667,122.23333
Santo Domingo,13.7,123.16667
Santo Domingo,13.68333,123.18333
Santo Domingo,13.5909,124.1841
Santo Domingo,13.48917,123.25722
Santo Domingo,13.42,123.4486
Santo Domingo,13.4077,123.3255
Santo Domingo,13.23528,123.77722
Santo Domingo,13.03333,124.03333
Santo Domingo,11.01667,122.85
Santo Domingo,17.64612,120.4203
Santo Domingo,15.61667,120.88333
Santo Domingo (Libog),13.26667,123.75
Santo Cristo,16.36667,120.35
Santo Cristo,15.52961,120.80562
Santo Cristo,15.33836,120.59333
Santo Cristo,15.29683,120.89025
Santo Cristo,15.29796,120.85136
Santo Cristo Norte,15.28672,120.94752
Santo Cristo Sur,15.26703,120.95163
Santo Cristo,15.13333,120.58333
Santo Cristo,15,120.51667
Santo Cristo,14.96642,120.63105
Santo Cristo,14.95699,120.89197
Santo Cristo,14.95089,120.52852
Santo Cristo,14.93333,120.85
Santo Cristo,14.89784,120.87023
Santo Cristo,14.83301,120.81779
Santo Cristo,14.84532,121.08039
Santo Cristo,14.8272,121.0788
Santo Cristo,13.94139,121.49361
Santo Creek,14.18333,122.36667
Santo Boragwac,10.4647,123.0891
Santo Bama,10.4238,123.0869
Santo Angel Sur,14.2783,121.4117
Santo Angel Norte,14.2883,121.4062
Santo Angel,14.32278,121.52964
Santo Angel,14.1694,121.6967
Santo Angel,14.1415,122.1711
Santo Angel,14.0992,121.3608
Santa Angel,11.3068,122.6408
Santo Angel,10.78333,122.45
Santo,11.21083,124.94833
Santisimo Rosario,13.99661,121.30918
Santisima Trinidad,14.88092,120.82072
Santisima Cruz Sur,14.28333,121.41667
Santisima Cruz,14.292,121.4056
Santing River,5.1883,120.1676
Santikin,13.5,121.91667
Santigian,9.83333,124.1
Santicon,9.88385,123.44361
Santican,10.9522,124.0076
Santiago Sur,16.6,120.31667
Santiago River,13.8612,120.6523
Santiago Norte,16.61667,120.33333
Santiago Island,16.3989,119.9351
Santiago Cove,17.285,120.4295
Fort Santiago,14.6,120.9667
Cape Santiago,13.76826,120.6592
Santiago,18.58712,121.11478
Santiago,18.52283,121.23593
Santiago,18.0995,120.7406
Santiago,17.71876,121.75983
Santiago,17.2939,120.4449
Santiago,16.68808,121.5487
Santiago,16.4821,120.3308
Santiago Norte,16.4309,120.3361
Santiago,16.23333,120
Santiago,16.05,120.78333
Santiago,15.57838,120.55049
Santiago,15.46703,120.8072
Santiago,15.32856,120.62873
Santiago,15.3017,120.0163
Santiago,15.10793,120.76671
Santiago,15,120.11667
Santiago,14.90371,120.51134
Santiago,14.83817,120.80164
Santiago,14.35083,120.90417
Santiago,14.12759,121.15401
Santiago,14.05998,122.30468
Santiago,14.01883,121.16527
Santiago,14.0211,121.2792
Santiago,13.86121,120.66763
Santiago,13.4142,123.4577
Santiago Young,13.3844,123.3645
Santiago,11.2,124.81667
Santiago,11.1229,122.101
Santiago,11.0665,124.4407
Santiago,11.05806,122.91167
Santiago,10.71667,122.53333
Santiago,10.5897,124.3066
Santiago,10.3583,125.582
Santiago,9.73083,118.64889
Santiago,9.66667,123.38333
Santiago,9.26556,125.55917
Santiago,8.43778,124.99278
Santiago,8.25,124.25
Santiago,7.28889,126.57333
Santiago,17.28333,120.46667
City of Santiago,16.67847,121.55678
San Teodoro,13.43354,121.0144
San Teodoro,13.3837,120.94386
Santelmo,18.36667,121.63333
Sante Fe,7.65111,122.92972
Santa Veronica,18.28333,120.63333
Santa Veronica,14.0453,121.2851
Santa Ursula,14.96753,120.6501
Santa Terisita,9.9124,124.4116
Santa Tereza,13.9,120.93333
Santa Teresita,18.2472,121.9127
Santa Teresita,13.86639,120.98139
Santa Teresita,13.4786,123.4191
Santa Teresita,10.49083,119.67333
Santa Teresita,18.25,121.88333
Santa Teresita,13.86667,120.95
Santa Teresa Sur,10.8,122.5
Santa Teresa Second,14.88662,120.56382
Santa Teresa First,14.9265,120.55791
Santa Teresa Norte,10.81667,122.5
Santa Teresa Hill,12.25426,121.13041
Santa Tereza,16.3825,120.4036
Santa Teresa,13.31667,123.73333
Santa Teresa,12.25186,121.11251
Santa Tereso,11.2872,122.5881
Santa Teresa,10.58546,122.5604
Santa Teresa,9.73333,118.66667
Santa Teresa,8.0942,125.8092
Santa Sophia Canal,10.02838,125.01908
Santa Sevilla,14.45,120.88333
Santa Salud,13.7,123.06667
Santa Rosa Sur,14.259,122.7233
Santa Rosa River,14.31696,121.12363
Santa Rosa River,13.91667,122.3
Santo Rosario,15.35193,120.69558
Santa Rosario,11.11667,124.51667
Santa Rosa,14.2861,122.711
Hacienda Santa Rosa,10.57226,123.1012
Santa Rosa Creek,12.5767,123.72
Santa Rosa-Bonot,13.73333,123.25
Mount Santa Rosa,14.75169,120.37443
Mount Santa Rosa,20.81323,121.85538
Santa Rosa,20.80473,121.87387
Santa Rosa,18.26667,120.61667
Santa Rosa,18.1725,120.5466
Santa Rosa,18.1271,120.628
Santa Rosa,17.76723,121.72261
Santa Rosa,17.51,120.6939
Santa Rosa,16.6875,120.35972
Santa Rosa,16.33333,120.96667
Santa Rosa,16.2083,120.7766
Santa Rosa,15.4238,120.9378
Santa Rosa,15.36756,120.61703
Santa Rosa Primera,14.7799,120.97532
Santa Rosa,14.66722,120.54056
Santa Rosa,14.5768,121.1222
Santa Rosa,14.42612,120.87931
Santa Rosa,14.31222,121.11139
Santa Rosa,14.04167,121.24972
Santa Rosa,13.9092,122.3288
Santa Rosa,13.8368,122.3073
Santa Rosa,13.5591,122.3776
Santa Rosa,13.5402,122.3912
Tumindig,13.372,121.0939
Santa Rosa,11.4993,124.9586
Santa Rosa,11.4073,119.6505
Santa Rosa,11.351,124.3401
Santa Rosa,11.29306,124.80611
Santa Rosa,11.0991,124.4167
Santa Rosa,11.1,122.63333
Santa Rosa,10.7076,124.456
Santa Rosa,10.58226,123.1043
Santa Rosa,10.51667,123.96667
Santa Rosa,10.26687,124.05028
Santa Rosa,10.13333,124.83333
Santa Rosa,8.61667,125.40806
Santa Rosa Airfield,15.37965,120.63383
Santa Rosa,15.45,121
City of Santa Rosa,14.27297,121.09314
Santa Rita Valley,14.85,120.3
Santa Rita River,14.84639,120.28583
Santa Rita Island,11.4292,124.9629
Santa Rita Carzada,13.78161,121.03316
Santa Rita,13.7812,121.0352
Mount Santa Rita,14.8222,120.3635
Santa Rita,18.18333,120.63333
Santa Rita,16.75,120.38083
Santa Rita East,16.38528,120.35306
San Rita East,16.3555,120.3591
Santa Rita,16.2915,119.9602
Santa Rita,16.0523,119.9376
Santa Rita,15.59876,120.81987
Santa Rita,15.61923,120.86962
Santa Rita,15.38686,120.57103
Santa Rita,15.31446,120.66153
Santa Rita,15.23335,120.84238
Santa Rita,15.1832,120.0448
Santa Rita Matanda,15.13727,120.96581
Santa Rita,15.03621,120.76751
Santa Rita,14.9993,120.6117
Santa Rita,14.86023,120.85658
Santa Rita,14.85278,120.2975
Santa Rita,13.9488,122.6355
Santa Rita,12.16137,119.86191
Santa Rita,11.4502,124.9425
Santa Rita,11.3282,122.6244
Santa Rita,10.96667,122.76667
Santa Rita,10.9,122.43333
Santa Rita,10.71972,122.45639
Santa Rita,10.6205,123.8414
Santa Rita,10.58333,122.13333
Santa Rita,10.4209,124.9208
Santa Rita,9.5001,123.1082
Santa Rita,15.00936,120.61743
Santa Rita,11.45,125.01667
Santarin,11.32361,124.72889
Santa Quiteria,14.6833,121
Santa Praxedes,18.56667,121
Santa Praxedes,18.53151,120.99931
Santa Petronilla,11.2747,122.5656
Santa Paz River,10.09332,125.12383
Santa Paz,10.26667,124.78333
Santa Paz Norte,10.11761,125.12654
Santander,12.40694,124.51222
Santander,11.7856,121.8655
Santander,10.65576,124.45991
Santander Poblacion,9.42527,123.33879
Santander,9.46117,123.33209
Santa Monica River,14.96145,120.73588
Santa Monica Point,9.5485,123.4516
Santa Monica Island,11.9977,120.0037
Santa Monica,17.68912,120.42812
Santa Monica,16.67825,121.62278
Santa Monica,16.4757,120.3732
Santa Monica,15.80231,120.5774
Santa Monica,15.7277,121.0795
Santa Monica,15.50029,120.8094
Santa Monica,15.35771,120.72006
Santa Monica,15.03646,120.7896
Santa Monica,15.00119,120.75412
Santa Monica,14.99436,120.61244
Santa Monica,14.98333,120.75
Santa Monica,14.95966,120.60955
Santa Monica,14.9536,120.50795
Santa Monica,14.92533,120.62131
Santa Monica,14.83712,120.72708
Santa Monica,14.76348,121.66393
Santa Monica,14.7248,121.0465
Santa Monica,14.05,121.3
Santa Monica,13.83526,120.96282
Santa Monica,13.70283,120.89667
Santa Monica,12.0999,125.5629
Santa Monica,11.3495,122.647
Santa Monica,11.20472,119.52944
Santa Monica,10.73639,122.45333
Santa Monica,10.02,126.03833
Santa Monica (Sapao),10.03333,126.03333
Santa Misericordia,13.23333,123.76667
Santa Mesa,14.601,121.0151
Santa Mauricio,15.7,121.03333
Santa Maria Sur,16.04761,120.58937
Santa Maria River,17.3906,120.4587
Santa Maria River,14.75284,120.89816
Santa Maria River,14.3896,121.4291
Santa Maria River,6.90566,122.07224
Santa Maria Norte,16.0721,120.5885
Santa Maria Magdalena,14.0926,121.3051
Santa Maria Ibaba,13.706,122.1625
Santa Maria Creek,15.93333,120.78333
Port Santa Maria,7.75833,122.11583
Mount Santa Maria,7.75194,122.1025
Santa Maria,20.77053,121.86038
Santa Maria,18.2115,120.5732
Santa Maria,18.1414,121.66473
Santa Maria,18.1368,120.5552
Santa Maria,17.85091,121.5396
Santa Maria,17.46639,121.75222
Santa Maria,17.3665,120.4808
Santa Maria,16.9518,120.4445
Santa Maria,16.76509,121.6857
Santa Maria,16.2925,121.10111
Santa Maria,16.2963,121.0796
Santa Maria West,16.0841,120.7838
Santa Maria,16.05743,120.45229
Santa Maria,16.02861,120.46896
Santa Maria,16.03333,120.46667
Santa Maria,15.98083,120.70028
