name,latitude,longitude
Buenavista,12.09226,121.93141
Buenavista,12.041,125.3305
Buenavista,11.97889,124.87889
Buenavista,11.8964,124.4605
Buenavista,11.86028,121.90222
Buenavista,11.833,121.5216
Buenavista,11.6728,122.0997
Buenavista,11.58333,124.98333
Buenavista,11.546,123.2256
Buenavista,11.4494,122.0878
Buenavista,11.33917,125.06611
Buenavista,11.25,123.01667
Buenavista,11.2421,122.9232
Buenavista,11.2,124.83333
Buenavista,11.2025,124.79528
Buenavista,11.18861,125.53778
Buenavista,11.15639,124.72333
Buenavista,11.155,123.9615
Buenavista,11.136,122.6314
Buenavista,11.1347,122.535
Buenavista,11.00177,125.65034
Buenavista,11,122.66667
Buenavista,10.91667,124.38333
Buenavista,10.8548,121.9854
Buenavista,10.79874,123.5544
Buenavista,10.78333,122.38333
Buenavista,10.77125,122.2939
Buenavista,10.7311,125.0198
Buenavista,10.71667,122.26667
Buenavista,10.70111,122.6275
Buenavista,10.68333,122.36667
Buenavista,10.6746,124.4666
Buenavista,10.6457,124.8591
Buenavista,10.65,122.23333
Buenavista,10.61667,125.08333
Buenavista,10.61466,123.0994
Buena Vista,10.58236,123.4001
Buenavista,10.54406,123.4478
Buenavista,10.3806,122.9803
Buenavista,10.1776,123.6013
Buenavista,10.1379,123.2439
Buenavista,10.065,118.81194
Buenavista,10.0327,122.8483
Buenavista,9.86972,125.53611
Buenavista,9.8512,124.4439
Buenavista,9.86667,125.55
Buenavista,9.8617,124.2371
Buenavista,9.84056,124.2225
Buenavista,9.6466,124.06326
Buenavista,9.41667,126
Buenavista,9.115,126.16083
Buenavista,8.97694,125.40889
Buenavista,8.29778,124.67333
Buenavista,8.19111,124.22611
Buenavista,7.23611,122.25528
Buenavista,6.79528,125.35944
Buenavista,13.73333,122.45
Buenavista,13.25,121.96667
Buenavista,10.7,122.68333
Buenavista,10.04561,124.16546
Buenavista,8.86667,125.4
Buena Suerte,11.83333,122.08333
Buenanisia River,12.19389,123.79056
Buena Gracia,8.42278,125.81167
Buena Fortuna,11.8177,122.0563
Buen,15.33333,120.01667
Bued River,16.16667,120
Bued River,16.08166,120.41489
Bued,16.16086,119.9988
Bued,16.01805,120.3715
Bued,16.01667,120.36667
Bued,15.83657,120.65006
Bued,15.761,120.363
Dued,12.4742,123.4561
Buebue,16.24469,120.5884
Bueayob,16.51098,120.35613
Mount Buduquan,7.33333,124.53333
Buduk,7.9898,123.8716
Buduan,18.5106,120.6328
Buadtasan River,5.99778,124.59417
Budta,7.20417,124.43972
Budta,7.1,124.65
Bud Sintingan Peak,5.08917,119.95306
Budsen,7.12528,124.51111
Budog Point,12.3608,124.0809
Budog Bay,12.36667,124.08333
Budoc,7.91667,124.01667
Budlungan,13.2169,121.1133
Budlasan River,10.33458,123.2055
Budlasan,10.2751,123.2101
Budlaran,9.924,123.1117
Budlaan Island,9.9462,123.9104
Budlaan Panamao Island,10.13333,124.53333
Budlaan Islet,10.1374,124.5472
Budlaan,10.38028,123.8875
Budiong,12.4,121.98333
Budiong,10.6389,122.0039
Budibayoc,7.85,124.33333
Budiawe,10.979,122.5612
Budiawi,10.9703,122.5468
Budias Point,13.3689,123.8514
Budiao,13.15,123.71667
Bud Dakula’,5.98333,121.21667
Mount Butua,5.3204,120.1769
Budbudan,10.7096,121.979
Budbudao,18.4032,120.6007
Budbud,10.0861,123.5154
Bu-Datu,6.0234,120.9977
Budas,7.8,124.11667
Budas,7.46389,124.14917
Budad,16.53333,121.2
Budac,17.6139,120.6693
Bucutua Island,6.1563,121.8129
Bucot,15.5021,120.8701
Bucos,10.3911,122.9938
Bucong,16.76944,121.10639
Bucog River,10.88333,125
Buco,14.08323,120.99016
Bucnit,17.08083,120.725
Buclod,13.5581,123.1941
Bucloc River,17.4431,120.7509
Bucloc,17.44113,120.85885
Bucloc,17.43333,120.83333
Baclao River,9.9817,122.5457
Buclao Manoc,17,121.6
Buclad,7.52778,125.75056
Bucid Island,8.75871,117.38089
Buchin River,10.78819,119.3717
Buchin Bay,10.7933,119.3718
Bucbuc Cove,6.43,122.09278
Bucboc,14.38333,121.55
Bukay Pait,6.56161,124.76706
Bucay Island,11.25681,124.98329
Bucayao,13.41667,121.18333
Bucayao,13.3055,121.1936
Bucayane River,10.48266,123.7
Bucaya Creek,10.58333,122.11667
Bucaya,10.5783,122.0983
Bucay,17.5404,120.7188
Bucay,17.5,120.71667
Bucatud,10.1886,122.9383
Bucas River,8.11194,122.74278
Bucas Point,9.75667,125.91806
Bucas Islands,9.68333,125.96667
Bucas Grande Island,9.67361,125.94861
Bucas Cove,9.75,125.91667
Mount Bucas,8.079,123.8718
Bocari,10.8768,122.3066
Buca Point,7.5395,123.1008
Buca Point,5.96583,124.65806
Bucao River,15.2542,120.0116
Bucao Point,14.68393,121.90296
Bucaobucao,10.5,121.96667
Bucao East,16.9238,120.451
Bucao,16.68333,120.4
Bucao,16.04358,120.45905
Bucao,14.69594,121.90676
Bucao,10.8902,122.4479
Bucao,10.71667,122.26667
Bucandala,14.40562,120.92533
Zapang,14.2841,120.7119
Bucana,14.3222,120.76356
Bucana,14.06457,120.63812
Bucana,7.82286,126.03209
Bucana,7.652,125.771
Bucal River,14.5,120.53333
Bucalbucalan,12.98083,123.91556
Bucalang River,11.73333,125.03333
Bucalan,11.68333,125.06667
Bucalan,7.88333,124.33333
Sapang Bucal,15.1,121.1
Bucal,14.93722,120.84944
Bucal,14.15275,120.97268
Bukal,13.86183,120.6692
Bucal,13.7806,121.2225
Bucal,12.48333,123.46667
Bucal,10.6992,124.825
Bucagan Hill,8.13333,123.81667
Bucadbucad,12.27525,121.03811
Bubuyan,14.1737,121.1061
Bubutong River,14.06572,120.94044
Buburay,7.4976,123.3695
Bubu-os,18.13333,120.76667
Bobontugan,8.65833,124.7425
Bubungon,7.5075,125.59306
Bubong,7.19389,124.19194
Bubunauan River,8.4,124.62306
Babonawan River,7.92167,125.32917
Bubunao,11.3,124.88333
Bulusan,13.2915,123.4087
Bublusan,13.2274,123.5964
Bubulugan River,11.14709,119.41492
Mount Bubulugan,11.17139,119.41028
Bubulungan Point,15.0352,121.5275
Bubulong Munti,15.0897,120.9944
Debulaluan Point,11.3952,119.7737
Bubucal,14.4744,121.4031
Bubukal,14.43333,121.48333
Bukal,14.2601,121.4032
Bubuin Island,14.03278,121.02861
Babug Point,12.37155,121.03021
Bubug Point,11.01667,122.9
Bubug,17.43333,121.76667
Babug,12.37325,121.04171
Bubog,10.7611,122.9713
Bubug,7.18111,124.37889
Bubuday River,7.51667,123.38333
Bubuan Island,6.34667,121.96889
Bubuan Island,6.1902,120.9731
Bubuan Island,5.4148,120.5752
Bubuan-Buhigan Strait,6.175,120.9925
Bubuan,6.1792,120.9699
Laum Bubua,5.4202,120.5817
Point Bubuaan,5.2716,120.072
Bubu,8.00667,124.23472
Buboy,14.2316,121.4324
Buboy,14.12,121.4157
Bubos,13.58444,122.33778
Bubon Point,10.48333,119.1
Bubon,18.3343,120.667
Bubong,7.98361,124.36472
Bubung,7.94602,124.22367
Bubong,7.88333,124.16667
Bubong,7.83083,124.34861
Bubong,7.78333,124.23333
Bubonao,7.71667,125.55
Bubon,10.68333,124.85
Bubolongan Island,11.0974,119.5985
Bobok,16.4405,120.8307
Bubag,17.7338,121.2342
Bubug,17.36247,121.72517
"Brgy. Bubog, Numancia",11.71028,122.34972
Buboan,13.9996,123.2476
Butbut,17.23604,121.08825
Bubay,10.78333,122.43333
Buaylin,5.2995,120.1373
Buaya Sound,10.76911,119.43055
Buaya River,17.08314,120.43574
Buayan River Gorge,6.34556,125.22167
Buayan River,10.2521,119.2237
Buayan River,6.09667,125.23833
Buayan Creek,7.81667,124.98333
Buayan River,7.76583,122.78778
Buayan,7.76611,122.80139
Buayan,7.53361,122.8575
Buayan,7.3,124.58333
Buayan,6.11639,125.23472
Buaya Island,11.4611,124.8916
Buayahon,10.83333,122.53333
Buayaen,15.7894,120.45354
Buayaan,7.96222,124.36583
Buaya,17.56667,121.23333
Buaya,16.6523,121.3855
Buaya,11.5914,124.9578
Buaya,11.0718,124.3827
Buaya,10.7041,125.0902
Buaya,10.31417,123.99389
Buaya,9.25556,126.02639
Buat River,6.81667,124.86667
Buatpisan Creek,6.63333,121.58333
Buasao,15.6237,120.89373
Bua River,16.1,120.01667
Bu-ao,12.1057,124.8432
Buansa Shoal,6.05,120.95
Buan River,7.64667,125.77194
Buan Point,7.12472,126.5175
Buanoy Point,10.47746,123.6917
Buanoy,10.46746,123.6999
Buan Island,5.1566,120.0454
Buanica River,13.93333,120.71667
Buangen Mahaba,5.9,120.93333
Buangan,13.31379,122.05407
Buangan,9.9363,124.0224
Buang,13.3115,123.6421
Bu-ang,12.2646,125.3134
Buang,11.756,122.1003
Buan Bay,5.1571,120.0325
Buanao,17.6,121.05
Buanan,6.1,125.23333
Buan,11.33667,125.52722
Buan,7.6839,125.8836
Bual Point,6.02167,125.13972
Bual Point,5.89,124.82306
Bualos,11.08333,124.58333
Bualan River,7.7151,123.137
Bualan,7.75,124.26667
Bualan,7.7128,123.1409
Bualan,7.39583,124.30694
Bual,13.4728,123.1234
Bual,12.93333,123.66667
Bual,7.1825,124.50583
Bual,7.13333,124.81667
Bual,6.79583,124.91083
Bual,6.63313,124.51109
Buol,6.44361,124.36333
Bual,6.01333,121.27444
Bual,5.86389,124.92417
Buailin Creek,5.3026,120.1167
Mount Buaguan,17.515,121.0357
Buagsong,10.25302,123.93909
Buagao River,18.5392,120.7622
Mount Buagan,17.53333,121.03333
Buag,16.58333,121.01667
Buaja Tupa,7.89667,124.33667
Buad Island,11.6614,124.8563
Buadiposo-Buntong,7.96667,124.38333
Buadiposo-Buntong,7.96667,124.38333
Buadi-Bayawa,7.95,124.4
Buadia-Rorao,7.9,124.33333
Buadi-Angcalo,7.91667,124.33333
Buadi-Amaloy,7.83333,124.33333
Buadi-Abalo,7.93333,124.38333
Buaden-Suba,7.93333,124.36667
Buad Channel,11.6163,124.8846
Buad,10.28333,123.86667
Buacao,9.9544,124.0103
Buac,10.8614,124.7476
Buabuaya,7.15,124.21667
Buabua,11.11056,125.6925
Bua,16.40204,120.64676
Brutus Reef,6.745,121.32722
Bruce Point,10.8881,119.3493
Brow Shoulder,9.48333,118.3
Butulan Rocks,12.1634,120.3902
Brow Cone,9.5,118.23333
Broughton Point,10.56722,119.19917
Brother Island,10.8325,119.443
Brother Island,11.40139,119.51417
Brookes Point,8.77201,117.8371
Brooke'S Point,8.85077,117.81615
Broken Head Rock,10.11667,118.8
Broken Head,10.11667,118.8
Brocen Island,5.78333,119.71667
Broad Valley,12.3479,123.3549
Bretana,8.70278,126.22139
Breeches Shoal,7.35222,123.12917
Brechtel Shoal,8.88111,117.44361
Breast Peak,6.21208,124.90101
Breakwater Point,14.3773,120.5844
Breaker Reef,8.67917,117.15417
Braulan,11.1401,122.7335
Brar Creek,6.93333,124.26667
Brar,6.93333,124.33333
Branch Masisit River,18.56667,121.23333
Bral,6.805,123.96361
Boyungan,9.6079,125.5659
Boyon River,9.83333,123.36667
Boyongan,9.7546,123.3742
Boyong,9.81667,124.28333
Boyog River,18.1584,120.7067
Boyogo River,10.91604,123.0279
Boyogo Point,10.91924,123.0467
Bayog,16.12751,120.10054
Boyog,12.3515,123.6052
Buyog,10.10646,124.15771
Boyog,9.61667,124.2
Boyo-boyo,9.77528,126.02417
Boyo,10.64139,124.025
Boyayawan,11.11667,125.7
Boy-ay,9.79028,126.03583
Boyan,17.41253,120.76665
Boyan,7.03333,124.48333
Bowen Island,8.34904,117.31369
Bovau Point,5.7336,120.8825
Bountoug River,15.95,119.86667
Boulaolacao,16.4661,120.4538
Boulan,10.9,122.56667
Bouang Point,11.41667,125.25
Botu Point,12.1015,124.4822
Botoon,10.135,118.815
Boton River,14.8019,120.2966
Boran Creek,12.911,124.0335
Botan Point,7.5714,123.032
Botong Island,11.1581,123.7176
Botong,13.86802,120.91496
Botong,11.00613,122.48201
Botong,10.6875,122.44417
Botong,10.26667,123.58333
Botong,9.7904,123.5159
Botonan River,14.84146,121.9808
Botan,13.6514,124.2992
Boton,13.4428,121.867
Boton,13.04361,123.4525
Boton,12.9287,124.0479
Boton,7.579,123.0274
Botolan Point,15.2346,120.0105
Mount Botolan,15.23361,120.04306
Botolan,15.2896,120.0245
Botolan,15.26667,120.21667
Botol,13.85,120.91667
Botogon,11.45,123.15
Botogan Point,8.6445,123.3691
Botoc Oriental,9.5996,124.0425
Botoc Occidental,9.61984,124.0452
Botocbotoc River,10.8312,119.45333
Dalituan River,14.1541,121.4832
Botocan Falls,14.15,121.5
Botocan,14.1547,121.4988
Botoc,11.56667,125.03333
Botnga,12.0579,125.5632
Botlog Island,11.2312,123.159
Botlog,11.2296,123.1558
Botiquis Island,11.0995,123.6685
Botinagan Bay,13.8858,124.3998
Batinagon,13.875,124.3976
Botilao,13.5343,121.9383
Botigues,11.0995,123.6675
Butig Island,11.1031,125.67317
Butig,11.10167,125.675
Mount Botetian,7.47806,123.18
Botel,6.75,124.83333
Bote,13.5831,124.3158
Botbotones,15.62524,120.47308
Botbot,13.75,123.8
Botbot,11.699,122.1015
Botay,11.49056,125.50778
Botarag,17.13333,120.6
Botao,15.97468,120.45827
Botao,15.91667,120.41667
Boton,13.605,122.9176
Botak Point,6.51639,125.58056
Botak,6.51667,125.56361
Bota Creek,13.9385,122.0682
Villa Bota,13.9387,122.0669
Boswell Island,10.8901,119.3404
Bosugan Creek,7.82972,124.68349
Boston,7.87111,126.36417
Boston,7.91601,126.27843
Bossot,17.13333,120.6
Boso Rock,7.15,122.26667
Bosongon,9.93333,123.98333
Boso Dohonan Rocks,5.35,120.3
Basod,13.911,123.5374
Bosoc Lalung,5.33333,120.25
Bosoboso River,14.7038,121.2107
Lower Bosoboso,14.6432,121.243
Busobuso,14.02293,120.95019
Bosoboso,6.33275,126.19628
Bosloton,10.92,124.4018
Bosigon River,14.1536,122.8013
Busikong Creek,8.05206,123.71024
Bosdak,13.4,122.5
Bosawan,6.55002,124.06427
Boruya,14.81447,120.57198
Bairan,11.25861,124.81417
Borot Reef,6.59754,126.07628
Borot Point,6.6,126.08333
Borot Cove,6.59584,126.08678
Borotan Point,13.01667,121.93333
Borono,16.9742,120.4513
Borongon River,12.0952,123.6129
Borongon,12.088,123.6093
Boroñgon,11.26667,123.08333
Borongo,10.88333,124.7
Borongborogñan,13.6,123.16667
Borongan River,11.62222,125.44306
Port Borongan,11.61667,125.46667
Borongan,11.60806,125.43194
City of Borongan,11.59825,125.35869
Borong,6.28333,124.13333
Boronayon,6.20169,124.20477
Burol Segundo,14.83997,120.90568
Burol Primero,14.82926,120.90514
Borokot,7.9,124.38333
Borogyod River,17.68333,122.15
Mount Borogyod,16.318,122.1645
Borogan Island,5.07,119.90972
Borocboroc,11.4477,122.06231
Borocboroc,11.0326,122.1564
Borocboroc,10.8585,121.9643
Yapak,11.95,121.93333
Boroc,10.99389,124.64194
Boroc,10.98333,124.65
Borobor,17.64537,120.43972
Baybay,13.66667,123.10278
Borobantigue,12.6018,123.5986
Boro Banco,12.27314,123.64491
Barobaloto Rocks,11.83111,124.66611
Borobadiang,11.768,124.0619
Bornay River,18.0805,120.7338
Boris River,15.78333,120.3
Boris,12.53333,125.05
Boring Island,12.5548,125.0628
Boring,13.3175,123.6735
Boring,12.56667,125.06667
Boriis River,12.58333,124.08333
Borigay Point,13.7197,124.1008
Boribud,7.78611,124.75472
Mount Boribing,6.9,125.33333
Borbon,10.838,124.0297
Borbon,8.48417,125.89306
Borbon,10.83333,124
Barbati,13.3868,121.1041
Borbocalon,13.18679,121.27682
Borboanan,8.23028,126.27694
Boray,11.10694,125.41611
Borahan River,14.15,120.81667
Borad,13.235,123.9659
Borac Point,11.25417,125.08444
Boracanon,7.03333,125.05
Port Borac,12.0332,120.3141
Borac,12.0534,120.294
Borac,11.94947,121.93951
Borac,11.36667,125.45
Borabud,12.05,124.66667
Barobo River,8.54477,126.12344
Borabo Island,11.05319,125.61175
Borabod River,11.6708,122.0954
Burabod,13.7293,122.9714
Borabod,13.7,123.25
Borabod,13.5903,123.104
Borabod,13.16667,123.73333
Borabaybay Point,12.55,124.35
Boguig,15.9352,120.3596
Booy,9.66667,123.85
Bootin,13.6478,121.3483
Boot,14.04556,121.07722
Boor,14.3616,121.2379
Bo-ongon River,10.81667,123.88333
Boongon,9.86667,125.05
Boong-oco,12.26414,123.30141
Boombong Island,9.7405,121.32993
Booloosong,15.0115,120.7027
Bool,9.63333,123.88333
Bool,6.62611,125.42556
Bood,9.74508,123.82783
Booc Point,11.1518,123.8073
Bonza,11.49,122.33211
Bonuyan,12.28555,121.05231
Bonuan,16.07667,120.33694
Bonuan Boquig,16.07917,120.36139
Bonuan Binloc,16.10111,120.37889
Bonton River,9.76667,118.68333
Bontongan,8.27139,124.93333
Bantong,7.945,124.37778
Bonton,10.0722,122.9358
Bontolan,12.2,123.85
Bontol,10.7574,122.0922
Bontok,10.45,124.73333
Bontogon,11.4231,124.4676
Bontogon,8.29833,125.10833
Bontod,12.1963,123.8933
Bontoc Colony,17.4047,121.3684
Mount Bontoc,10.55346,122.6208
Mount Bontoc,10.46556,124.73806
Bontoc,17.08731,120.97685
Bontoc,11.06343,122.45811
Bontoc,10.3556,124.9697
Bontoc,17.1,121
Bontoc,10.36667,124.93333
Bontis River,9.2352,123.2944
Boboyo-on Point,12.68147,125.03742
Bontay,11.06667,124.88333
Bontas,5.9162,121.0483
Bontal River,14.9,121.26667
Bansud River,12.85501,121.49362
Bansud Point,12.85551,121.49402
Bonot Creek,14.28661,122.41263
Bonot Bay,12.88333,123.81667
Bonot,17.09335,121.30524
Bohot,14.29441,122.41837
Bonat,13.585,124.1153
Bonot,13.15,123.73333
Bonot,13.05,124.1
Bonot,12.89389,123.80722
Bonot,9.5531,125.6677
Bonot,9.37889,125.92972
Bonoon Islet,10.12806,124.54167
Bonongan,11.84833,119.92083
Bonog Point,9.08333,117.75
Bonog Creek,9.13333,123.63333
Bonogcot,6.4838,124.72329
Bonog Bay,9.1,117.75
Bonod,11.3502,122.7059
Bon-od,11.05,122.46667
Bonobono,8.67531,117.59249
Bono-anan,11.75278,124.89278
Bonliw,13.36667,122.1
Bonlio,13.83407,120.94607
Banliw,13.3724,122.1147
Bonleo Bay,15.04777,121.94186
Bunlao,12.3045,122.0514
Bonlag,10.8,122.35
Bonjol,13.18333,123.33333
Bunlan,5.79642,121.19008
Bonijiagon,14.16667,122.8
Bonifacio,15.81286,120.74716
Bonifacio,13.8836,122.0363
Bonifacio,12.2899,124.603
Bonifacio,8.52472,123.67583
Bonifacio,8.4974,123.634
Boni,14.2,120.91667
Bongyas,10.66139,123.95306
Bonguton,9.2481,123.6273
Bongued,7.11667,124.4
Bontud,11.01667,125.74306
Bongotokan,17.56728,120.40427
Bongsod,11.026,122.1403
Bungsuan,11.2404,122.6976
Bungro,17.819,120.4476
Bongquirojon River,10.34272,124.77576
Bongoyan,10.85778,124.00389
Bongot Island,10.45858,119.1591
Bongo Shoal,7.36667,123.98333
Bongo,10.6617,122.3102
Boñgol San Miguel,10.66667,122.31667
Bongol,11.4294,122.707
Bongol,10.96667,122.46667
Bongol,10.9494,122.4816
Bongol,10.8694,122.4936
Bongo Island,7.31361,124.03056
Bongo Island,7.34451,124.04423
Bongog,12.38333,125.03333
Bongloy,11,122.66667
Bonglo,17.58333,120.88333
Bongliw,11.86639,124.89917
Bongteo,12.5132,125.024
Bonglayon,11.12167,124.73972
Bongdo,12.12167,124.77556
Bongdo,11.935,125.4
Bongdo,10.83333,124.01667
Bunkokan Ilaya,9.6244,124.12058
Bonco,9.8275,123.8805
Bongca,10.9,122.71667
Bong Bong River,7.80528,124.83917
Bongbongan,11.26667,124.58333
Bongbongon,10.843,122.0307
Bongbongan,10.81667,121.96667
Bongabongan,10.6925,122.02917
Mount Igbongbong,10.9716,122.3586
Bongbong,17.81667,120.81667
Bongbong,10.08778,125.15444
Bongbong,10.03334,124.32198
Bongbong,9.279,123.2361
Bongbong,8.15,123.8
Bonbong,7.1075,125.9095
Bungayon,17.58722,121.32395
Bongay,15.58333,120.51667
Bong-aw,10.41667,124.8
Bisitahan,11.87735,124.78435
Bongato West,15.81783,120.47012
Bonga River,18.0912,120.7148
Bongar,15.875,120.8669
Bonga Point,13,123.13333
Bongao Peak,5.01361,119.74222
Bongao Island,5.02065,119.75218
Bongao Channel,5.03389,119.74833
Port Bongao,5.03333,119.78333
Bongao,5.02917,119.77306
Bongao,5.08333,119.78333
Bongan,16.96667,121.21667
Bonga Menor,14.94936,120.93062
Bonga Mayor,14.95883,120.94073
Bongalonan,13.4312,122.4645
Boñgalon,16.00022,120.15904
Bonga Island,14.3107,121.2586
Bonga Island,9.6775,125.67333
Bongahan,9.7684,123.9007
Bongabon River,12.66982,121.54811
Bongabon Point,12.66667,121.55
Bonga Bonga,11.11667,124.88333
Bongabong,16.69127,121.07874
Bongabong,12.74642,121.48741
Bungabon,7.2221,125.8731
Bongabong,6.76192,124.59618
Bongabong,12.71667,121.36667
Bongabon,15.6321,121.1448
Bongabon,15.66667,121.23333
Bongabo,17.18333,121.33333
Bonga Bay,11.86667,124.78333
Bonga,16.35,119.93333
Bonga,13.2799,123.7587
Bonga,13.21667,123.55
Boñga,13.02889,124.06472
Bonga,12.43928,122.10494
Boñga,11.845,125.02611
Bunga,11.6525,124.54694
Banga,10.6228,122.152
Bonga,9.9928,123.2057
Bonga,9.9084,123.1542
Bunga,9.43972,125.48778
Bong,16.9,120.8167
Bong,7.06667,124.65
Bonfal,16.50578,121.17404
Bonetolon River,11.75,121.98333
Bonete Island,13.68637,120.82728
Bone North,16.2619,121.0113
Bone South,16.2446,120.9958
Bondulan Point,10.66667,123.56667
Bondulan Point,10.66638,122.56263
Bondo River,13.3467,122.5181
Bondolan,11.2832,123.0783
Bondoc Point,13.16244,122.59902
Bondoc Peninsula,13.4367,122.5569
Bondoc Head,13.19007,122.59001
Bontoc,10.72175,122.2787
Bondo,12.1,124.76667
Bondalao,12.2198,125.3123
Bunkol,14.1407,121.445
Bonbon River,13.3646,123.7325
Bonbon River,12.22165,123.49791
Bonbon River,10.70985,123.3614
Bonbon River,10.3409,124.9745
Bonbon River,10.2523,123.1161
Bonbon Point,11.7,124.88333
Bonbon Point,7.0941,125.9059
Bonbonon Point,9.0461,123.1282
Port Bonbonon,9.05194,123.08778
Bonbonon,10.1253,124.5789
Port Bonbonon,9.0616,123.1142
Bon-Bon Island,5.213,120.5704
Bonbongon Cove,11.3484,124.5516
Banban River,10.3025,123.5858
Banban,18.5107,120.7284
Bonbon,13.4252,121.8708
Bonbon,13.4172,121.1857
Bonbon,13.2788,123.4042
Bonbon,12.28464,123.49911
Bonbon,11.83556,121.52222
Bonbon,11.08273,122.4681
Bombon,10.89833,121.06917
Bonbon,10.4442,124.9891
Bonbon,10.36194,123.82611
Bonbon,10.2677,123.0958
Bonbon,10.2245,123.5573
Bonbon,10.2315,123.1481
Bonbon,9.9548,124.0153
Bonbon,9.8899,123.8897
Bonbon,9.65,123.06667
Bonbon,9.60222,124.13556
Bonbon,9.5553,123.4526
Bonbon,9.1985,124.6371
Bonbon,8.93028,125.50778
Bonbon,5.209,120.5711
Bonbon,15.04233,121.91876
Bonayan,16.9833,120.9167
Bonawon,9.134,122.9193
Lake Bonawan,7.05,124.61667
Banao Creek,12.379,123.3431
Bonao,16.05,120.36667
Bonalong River,15.95,119.86667
Bonali,11.3877,124.3789
Buna Lejos Primero y Segundo,14.17319,120.89892
Bonang River,10.31932,124.79047
Bonagbonag Point,13.6777,124.0463
Bonāga Point,13.8378,123.0611
Bonot,17.19674,121.33894
Buna Cerca,14.18585,120.88692
Mount Bunakan,11.476,124.3604
Bonacan,13.7685,122.9042
Mount Bonaba,15.8556,121.1115
Bona,8.42556,124.40694
Bumitog,17.9491,120.6185
Bomboaya,16.0935,120.6742
Bombon Point,12.61667,122.25
Bombon Point,10.1101,125.479
Bongbong,13.79722,121.43839
Bumbungan River,14.2708,121.4579
Bombongan,14.507,121.2192
Bombong,14.3904,121.2233
Mount Bonbon,10.8976,121.0698
Bombon,13.8763,120.6496
Bombon,13.6887,123.2077
Bambon,12.59943,121.45411
Bombon,13.68333,123.2
Bomba,7.8058,123.4237
Bomba,7.51667,122.93333
Bolungto,12.107,124.4854
Bolubadiang Island,11.4549,123.1602
Balton River,13.3543,120.9452
Bolton Reef,6.62833,125.40722
Boltan Point,6.475,125.58556
Bolton,6.59806,125.37944
Bol River,13.4236,121.9491
Bolotong,13.85,122.21667
Bolot,9.26667,123.63333
Bolos River,18.11833,122.18083
Bolos River,17.54171,122.18465
Bolos River,9.21667,123.5
Bolos Point,18.11788,122.19455
Bolos Point,17.53651,122.18965
Bolos Cove,17.54011,122.18825
Bolosan,16.04222,120.37472
Bolosan,15.90101,120.34321
Bolos,13.15667,123.31139
Bolos,12.76667,124
Bolos,9.18333,123.5
Bolo Rock,11.8,124.73333
Bolo River,13.85,121.95
Bolo River,12.61667,124.05
Bolo Proper,16.4681,120.8532
Bolongtohan,11,124.98333
Bolongto,11.13333,124.95
Bolong River,7.09306,122.23778
Bullang Bullong Island,4.67705,119.39334
Bolong,16.13333,120.93333
Bolong,10.81667,122.51667
Bolong,7.09833,122.23917
Bololo River,13.0224,123.5921
Bololo,13.15,123.53333
Bololacao,10.83333,122.53333
Bulo Ilaya,13.8755,121.95628
Bulo Ibaba,13.86947,121.9754
Bolog River,16.65,121.18333
Bolog River,10.5488,119.886
Bologo River,7.51667,122.83333
Balogo,13.8977,123.549
Bolog Islands,11.31472,119.41139
Bulagon,11.0764,122.5741
Bolog,16.74357,121.13714
Bolod Islands,6.25806,121.60028
Bolodbolod Point,6.3517,121.95058
Bolodbolod,10.26667,125.18333
Bolod,16.48333,120.76667
Padios,11.24639,123.02639
Bolod,11.16667,124.83333
Bolod,10.3345,125.2263
Bolod,9.57556,123.78436
Bolocboloc Creek,10.06667,123.45
Bolok bolok,10.1134,123.5306
Bolocboloc,9.3373,123.2927
Bolocboloc,9.23333,123.21667
Bolocaue,10.65,122.23333
Bolobolo Point,9.9261,125.2991
Bolo Bolo River,8.55889,124.52806
Bolobolo,10.6926,123.7959
Bolobolo,9.9259,125.298
Bolobolo,9.40472,125.46444
Bolobolo,9.13333,123.61667
Bolo Bolo,8.55833,124.53
Bolobitoon,10.75,122.58333
Boloan Island,11.81262,124.74057
Bolo,17.4928,121.2161
Bolo,16.2897,120.841
Balo,16.17441,120.05774
Bolo,15.9948,120.1647
Bulo,15.5674,120.6611
Bolo,13.78991,120.98173
Bolo,13.753,122.9658
Bolo,13.61667,122.43333
Bolo,13.624,122.2614
Bolo,13.6,122.43333
Bolo,13.5635,122.3821
Bolo,13.469,123.6806
Bolo,13.4,122.08333
Bolo,13.38333,123.31667
Bulo,12.4109,123.5672
Bolo,12.28605,121.17651
Bolo,11.54028,122.75722
Bolo,11.5042,123.0874
Bolo,10.93333,122.38333
Bollonan Point,10.6136,122.1772
Bulok,6.5842,124.81631
Bollilising,17.3527,120.5989
Boljoon,9.6281,123.4785
Boljoon,9.63333,123.43333
Bolja Peak,15.53333,120
Bolitocato,16.65472,121.56417
Bolitoc,15.7395,119.8769
Bolitas,10.87083,122.74722
Bolisong,9.69111,123.15167
Bolirao,11.06667,124.91667
Bolipongpong Point,5.6639,120.8132
Bolintaguen,15.9695,120.7775
Bolinsong,8.01667,123.63333
Bolingit,15.95873,120.3496
Boliney,17.40773,120.78115
Boliney,17.38333,120.86667
Bolinawan,10.0775,123.6292
Bolinao Harbor,16.41667,119.91667
Cape Bolinao,16.36816,119.82498
Bolinao,17.8617,120.5731
Bolinao,17.85,120.63333
Bolinao,16.98895,121.65844
Bolinao,16.3883,119.8923
